Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
6/23/2006;Click;82500000;137355633;237685089
12/15/2006;Charlotte's Web;82500000;82985708;143985708
2/14/2008;Jumper;82500000;80172128;222640812
7/11/2008;Hellboy II: The Golden Army;82500000;75986503;160388063
5/27/2005;The Longest Yard;82000000;158119460;190320568
8/13/2010;The Expendables;82000000;103068524;268268174
11/17/2000;The 6th Day;82000000;34543701;96024898
5/23/2003;Bruce Almighty;81000000;242704995;484468608
3/23/2012;The Hunger Games;80000000;408010692;677923379
5/26/2011;The Hangover Part II;80000000;254464305;586464305
5/21/1996;Mission: Impossible;80000000;180981886;457697994
2/10/2017;The Lego Batman Movie;80000000;175750384;310940997
9/25/2015;Hotel Transylvania 2;80000000;169700110;470751398
6/18/1992;Batman Returns;80000000;162833635;266824291
5/7/1999;The Mummy;80000000;155385488;416385488
5/19/2006;Over the Hedge;80000000;155019340;343397247
6/21/2002;Lilo & Stitch;80000000;145771527;245800000
5/8/1998;Deep Impact;80000000;140464664;349464664
7/12/2013;Grown Ups 2;80000000;133668525;247023808
12/16/2011;Alvin and the Chipmunks: Chipwrecked;80000000;133107389;349088523
6/20/2008;Get Smart;80000000;130319208;226739416
3/11/2005;Robots;80000000;128200012;260700012
2/19/2010;Shutter Island;80000000;128012934;299461782
12/12/2003;Something's Gotta Give;80000000;124685242;266685242
11/26/2008;Four Christmases;80000000;120146040;168311558
6/27/1997;Face/Off;80000000;112276146;241200000
12/25/2008;Bedtime Stories;80000000;110101975;221468935
7/12/2002;Road to Perdition;80000000;104054514;183354514
2/11/2011;Just Go With It;80000000;103028109;214974953
2/14/2003;Daredevil;80000000;102543518;182782518
9/26/2008;Eagle Eye;80000000;101440743;178066569
6/6/1997;Con Air;80000000;101117573;224117573
12/17/2010;Yogi Bear;80000000;100246011;204774690
12/25/2003;Cold Mountain;80000000;95632614;165173909
1/15/2010;The Book of Eli;80000000;94835059;158750817
11/26/1997;Flubber;80000000;92993801;177993801
7/23/1999;The Haunting;80000000;91188905;180188905
11/15/1996;Space Jam;80000000;90463534;250200000
10/17/2014;Fury;80000000;85755593;210253368
2/10/2006;The Pink Panther;80000000;82226474;158926474
7/8/2011;Zookeeper;80000000;80360866;170805525
12/12/2008;The Day the Earth Stood Still;80000000;79366978;233066978
8/8/1997;Conspiracy Theory;80000000;76118990;142783718
6/12/1998;Six Days- Seven Nights;80000000;74339294;164800000
5/24/2002;Spirit: Stallion of the Cimarron;80000000;73215310;106515310
6/8/2001;Swordfish;80000000;69772969;147080413
4/3/1998;Lost In Space;80000000;69117629;136047317
7/30/2004;The Manchurian Candidate;80000000;65948711;96148711
11/22/2006;Déjà Vu;80000000;64038616;181038616
6/24/2005;Bewitched;80000000;63313159;131159306
1/1/2000;Fantasia 2000 (IMAX);80000000;60507228;60507228
3/8/2002;The Time Machine;80000000;56684819;98983590
10/2/1998;What Dreams May Come;80000000;55485043;71485043
12/25/1998;Mighty Joe Young;80000000;50632037;50632037
10/28/2005;The Legend of Zorro;80000000;45575336;141475336
11/10/2000;Little Nicky;80000000;39442871;58270391
9/25/2009;Surrogates;80000000;38577772;119668350
6/8/2001;Evolution;80000000;38311134;98341932
8/26/2005;The Brothers Grimm;80000000;37899638;105299638
12/13/1996;Mars Attacks!;80000000;37771017;101371017
4/14/2006;The Wild;80000000;37384046;99010667
12/20/2013;Walking with Dinosaurs;80000000;36076121;130580730
12/22/2000;Thirteen Days;80000000;34566746;66554547
12/6/1996;Daylight;80000000;32908290;158908290
10/23/2015;The Last Witch Hunter;80000000;27367660;131234406
2/21/2014;Pompeii;80000000;23169033;108469033
5/12/2000;Battlefield Earth: A Saga of the Year 3000;80000000;21471685;29725663
11/14/2003;Looney Tunes: Back in Action;80000000;20950820;54540662
12/18/2009;Nine;80000000;19676965;53508858
11/26/2003;Timeline;80000000;19480739;26703184
4/22/2010;Oceans;80000000;19422319;86787530
11/25/1998;Babe: Pig in the City;80000000;18319860;69131860
12/25/1997;The Postman;80000000;17650704;20841123
11/10/2000;Red Planet;80000000;17480890;33463969
1/12/2007;Arthur et les Minimoys;80000000;15132763;113325743
8/17/2007;The Invasion;80000000;15074191;40147042
6/16/2000;Fantasia 2000 (Theatrical Release);80000000;9103630;9103630
9/2/2005;A Sound of Thunder;80000000;1900451;6300451
9/29/2017;Don Gato- el inicio de la pandilla;80000000;0;4582848
6/15/1994;The Lion King;79300000;422780140;987480140
2/10/2012;Journey 2: The Mysterious Island;79000000;103860290;318146162
11/11/2011;Jack and Jill;79000000;74158157;150519217
12/21/2001;A Beautiful Mind;78000000;170708996;317668058
9/27/2013;Cloudy with a Chance of Meatballs 2;78000000;119793567;274392649
10/4/2002;Red Dragon;78000000;92955420;206455420
3/5/2004;Hidalgo;78000000;67286731;108086731
7/11/2003;The League of Extraordinary Gentlemen;78000000;66465204;179265204
8/20/2004;Exorcist: The Beginning;78000000;41814863;43957541
12/31/2012;Astérix et Obélix: Au service de Sa Majesté;77600000;0;60680125
2/12/2016;The Little Prince;77500000;1311213;103529508
7/3/2013;Despicable Me 2;76000000;368065385;975216835
6/6/2003;2 Fast 2 Furious;76000000;127120058;236410607
12/25/2006;Children of Men;76000000;35552383;69845011
6/30/2000;The Adventures of Rocky & Bullwinkle;76000000;26000610;35129610
7/8/2016;The Secret Life of Pets;75000000;368384330;875958307
7/2/1996;Independence Day;75000000;306169255;817400878
12/21/2016;Sing;75000000;270329045;634330493
6/30/2017;Despicable Me 3;75000000;263757985;1028912617
5/22/1997;The Lost World: Jurassic Park;75000000;229086679;618638999
3/31/2006;Ice Age: The Meltdown;75000000;195330621;651899282
5/27/2005;Madagascar;75000000;193595521;556559566
6/25/2010;Grown Ups;75000000;162001186;272223430
10/1/2004;Shark Tale;75000000;161412000;371917043
7/14/2000;X-Men;75000000;157299717;296872367
6/27/2008;Wanted;75000000;134508551;342416460
6/7/1996;The Rock;75000000;134069511;336069511
2/13/2004;50 First Dates;75000000;120776832;196320329
7/20/2007;Hairspray;75000000;118871849;203035572
5/31/2013;Now You See Me;75000000;117723989;342769200
12/15/2006;Dreamgirls;75000000;103365956;155708695
7/23/1999;Inspector Gadget;75000000;97387965;97387965
11/11/2011;Immortals;75000000;83504017;211562435
6/18/2004;The Terminal;75000000;77073959;218673959
2/18/2005;Constantine;75000000;75976178;221594911
7/21/2006;Monster House;75000000;73661010;141267370
12/8/2000;Vertical Limit;75000000;68473360;213500000
12/21/2007;Charlie Wilson's War;75000000;66661095;119512771
4/16/1999;Life;75000000;64062587;73521587
3/4/2005;Be Cool;75000000;55849401;94944017
12/23/2005;Munich;75000000;47379090;131492772
6/4/2010;Killers;75000000;47059963;95572749
8/14/2015;The Man From U.N.C.L.E.;75000000;45445109;105445109
3/7/2003;Tears of the Sun;75000000;43632458;85632458
7/21/2006;Lady in the Water;75000000;42285169;72785169
12/17/2004;Spanglish;75000000;42044321;54344321
10/12/2001;Bandits;75000000;41523271;71523271
12/17/1999;Anna and the King;75000000;39251128;39251128
7/7/1995;First Knight;75000000;37361412;127361412
3/25/2011;Sucker Punch;75000000;36392502;89758389
3/11/2005;Hostage;75000000;34636443;77636443
10/28/2016;Inferno;75000000;34355263;219572877
6/13/2003;Hollywood Homicide;75000000;30207785;50409753
6/16/2000;Titan A.E.;75000000;22751979;36751979
12/17/2004;Flight of the Phoenix;75000000;21009180;34009180
10/23/1998;Soldier;75000000;14623082;14623082
1/15/1999;Virus;75000000;14010690;30626690
2/23/2001;Monkeybone;75000000;5409517;5409517
7/10/2015;Minions;74000000;336045770;1167245366
2/6/2015;The SpongeBob Movie: Sponge Out of Water;74000000;162994032;311594032
11/22/2000;Unbreakable;73243106;94999143;248099143
8/4/2006;Talladega Nights: The Ballad of Ricky Bobby;73000000;148213377;162870525
5/20/2016;The Angry Birds Movie;73000000;107509366;352829528
8/7/1998;Snake Eyes;73000000;55591409;103891409
2/13/1998;Sphere;73000000;37068294;50168294
7/27/2007;The Simpsons Movie;72500000;183135014;527071022
2/8/2008;Fool's Gold;72500000;70231041;109362966
7/31/2009;Funny People;72500000;51855045;71880305
9/28/2007;The Kingdom;72500000;47467250;86509602
6/22/2001;Doctor Dolittle 2;72000000;112950721;176101721
5/24/1995;Braveheart;72000000;75545647;209045522
11/4/2005;Jarhead;72000000;62647540;96947540
4/27/2001;Driven;72000000;32616869;54616869
12/21/2001;The Majestic;72000000;27796042;37306334
6/25/2004;Two Brothers;72000000;19176754;62176754
7/30/2004;The Village;71682975;114197520;257641634
6/26/1998;Doctor Dolittle;71500000;144156605;294156605
8/2/2002;Signs;70702619;227969295;408269295
5/19/2004;Shrek 2;70000000;441226247;937008132
6/9/2006;Cars;70000000;244082982;461651246
12/23/2009;Alvin and the Chipmunks: The Squeakquel;70000000;219614612;443483213
6/22/1988;Who Framed Roger Rabbit?;70000000;154112492;351500000
7/30/1999;Runaway Bride;70000000;152257509;310138178
8/9/2002;xXx;70000000;141930000;267200000
11/8/1996;Ransom;70000000;136492681;308700000
8/21/2009;Inglourious Basterds;70000000;120774594;316915264
12/11/1991;Hook;70000000;119654823;300854823
7/3/1990;Die Hard 2;70000000;117323878;239814025
8/8/2003;S.W.A.T.;70000000;116877597;207154748
11/19/1999;Sleepy Hollow;70000000;101068340;207068340
12/14/2001;Vanilla Sky;70000000;100614858;202726605
6/13/1997;Hercules;70000000;99112101;250700000
3/22/2013;Olympus Has Fallen;70000000;98927592;150562164
3/11/2011;Battle: Los Angeles;70000000;83552429;213463976
8/13/2004;AVP: Alien Vs. Predator;70000000;80281096;172543519
12/25/2011;War Horse;70000000;79883359;156815529
3/1/2002;We Were Soldiers;70000000;78120196;114658262
2/7/2014;The Monuments Men;70000000;78031620;158702748
9/23/2016;Storks;70000000;72679278;174102281
12/11/1998;Star Trek: Insurrection;70000000;70187658;117800000
12/10/2003;Big Fish;70000000;66432867;123954323
6/17/1994;Wolf;70000000;65011757;131011757
1/20/2012;Underworld: Awakening;70000000;62321039;160379930
10/10/2014;Dracula Untold;70000000;55991880;220241723
9/29/2006;The Guardian;70000000;55011732;94973540
8/9/1989;The Abyss;70000000;54243125;54243125
9/24/2010;Wall Street 2: Money Never Sleeps;70000000;52474616;137431619
1/14/2011;The Dilemma;70000000;48475290;70546865
12/25/2005;Rumor Has It;70000000;42996140;88933562
11/6/1998;The Siege;70000000;40934175;116625798
8/10/2007;Stardust;70000000;38634938;137022245
6/15/2012;Rock of Ages;70000000;38518613;61031932
10/8/1997;Seven Years in Tibet;70000000;37945884;131445884
9/17/2004;Sky Captain and the World of Tomorrow;70000000;37760080;49730854
11/1/2002;I Spy;70000000;33561137;60279822
6/7/2002;Bad Company;70000000;30157016;69157016
10/21/2005;Doom;70000000;28212337;54612337
1/29/2016;The Finest Hours;70000000;27569558;49252761
10/18/2013;Escape Plan;70000000;25135965;103735965
9/23/2011;Killer Elite;70000000;25124986;65409046
1/16/1998;Hard Rain;70000000;19870567;19870567
2/15/2002;Hart's War;70000000;19076815;33076815
2/8/2002;Rollerball;70000000;18990542;25852508
1/10/2014;The Legend of Hercules;70000000;18848538;58953319
9/20/2002;Ballistic: Ecks vs. Sever;70000000;14294842;14294842
8/10/2001;Osmosis Jones;70000000;13596911;13596911
5/9/2014;Legends of Oz: Dorothy’s Return;70000000;8462347;20107933
1/16/2015;Blackhat;70000000;7889395;19548419
3/31/2006;Basic Instinct 2;70000000;5946136;35417162
5/28/2010;Agora;70000000;619423;38992292
7/9/2010;Despicable Me;69000000;251513985;543495033
7/30/2010;Dinner for Schmucks;69000000;73026337;86796502
6/30/2010;The Twilight Saga: Eclipse;68000000;300531751;706102828
5/31/2002;The Sum of All Fears;68000000;118471320;193500000
6/26/2015;Ted 2;68000000;81284830;217022588
7/13/2001;The Score;68000000;71069884;113542091
2/25/2011;Hall Pass;68000000;45060734;87173475
11/22/1995;Money Train;68000000;35324232;77224232
3/21/2003;Dreamcatcher;68000000;33685268;75685268
8/6/1999;Mystery Men;68000000;29762011;33462011
11/5/1999;The Insider;68000000;28965197;60265197
3/2/2012;Doctor Seuss' The Lorax;67500000;214030500;350976753
10/10/2008;Body of Lies;67500000;39394666;118556530
6/22/2012;Abraham Lincoln: Vampire Hunter;67500000;37519139;137489730
9/20/1996;Last Man Standing;67000000;18115927;18115927
8/17/2007;The Last Legion;67000000;5932060;25357771
4/30/1999;Entrapment;66000000;87707396;211700000
6/19/1998;The X Files: Fight the Future;66000000;83898313;189176423
3/14/2014;Need for Speed;66000000;43568507;194169619
7/24/1998;Saving Private Ryan;65000000;216335085;485035085
12/15/2000;What Women Want;65000000;182805123;374105123
11/9/2012;Lincoln;65000000;182207973;273346281
3/15/2002;Ice Age;65000000;176387405;386116343
6/30/1995;Apollo 13;65000000;172070496;334100000
3/31/1999;The Matrix;65000000;171479930;463517383
12/25/2012;Les Miserables;65000000;148809770;442169052
11/1/2002;The Santa Clause 2;65000000;139225854;172825854
6/1/1990;Total Recall;65000000;119394839;261400000
12/18/1998;You've Got Mail;65000000;115821495;250800000
12/25/2014;Unbroken;65000000;115637895;163527824
6/5/2015;Spy!;65000000;110825712;233125712
11/5/2010;Due Date;65000000;100539043;211739043
7/25/2008;Step Brothers;65000000;100468793;128468793
12/15/1995;Jumanji;65000000;100458310;262758310
7/17/1998;The Mask of Zorro;65000000;93828745;233700000
8/4/2000;Space Cowboys;65000000;90454043;128874043
12/19/2014;Annie;65000000;85911262;139840525
5/28/1993;Cliffhanger;65000000;84049211;255000000
8/12/2016;Pete’s Dragon;65000000;76233151;137768975
2/9/1996;Broken Arrow;65000000;70645997;148345997
8/9/2006;World Trade Center;65000000;70278893;163295654
7/7/2000;The Kid;65000000;69688384;69688384
12/19/2003;Mona Lisa Smile;65000000;63803100;141205169
5/16/2012;The Dictator;65000000;59650222;180148897
7/16/1999;Eyes Wide Shut;65000000;55691208;104267443
2/17/2012;This Means War;65000000;54760791;156974557
2/27/2015;Focus;65000000;53862963;154362963
12/8/2004;Blade: Trinity;65000000;52397389;131353165
11/21/2012;Red Dawn;65000000;44806783;48164150
12/22/2006;We Are Marshall;65000000;43545364;43545364
9/18/2015;Everest;65000000;43309450;221662676
9/14/2012;Resident Evil: Retribution;65000000;42345531;238940997
3/20/1998;Primary Colors;65000000;39017984;39017984
10/15/1999;Fight Club;65000000;37030102;100851705
8/22/2008;Death Race;65000000;36316032;72516819
10/11/1996;The Long Kiss Goodnight;65000000;33447612;33447612
12/8/2000;Proof of Life;65000000;32598931;62761005
11/11/2005;Zathura;65000000;28045540;58545540
11/26/2003;The Missing;65000000;26900336;38253433
1/14/2005;Elektra;65000000;24409722;56824633
10/23/2009;Astro Boy;65000000;19551067;41636243
1/24/2014;I- Frankenstein;65000000;19075290;74575290
5/24/1991;Hudson Hawk;65000000;17218916;17218916
8/22/2014;Sin City: A Dame to Kill For;65000000;13757804;39499349
12/25/2016;Live by Night;65000000;10378555;21778555
10/27/2000;Lucky Numbers;65000000;10014234;10014234
9/23/2005;Oliver Twist;65000000;2070920;26670920
9/4/2015;Tian jiang xiong shi;65000000;74070;122519874
7/14/2006;Little Man;64000000;58636047;101636047
10/8/1999;Random Hearts;64000000;31054924;63200000
12/27/2006;Perfume: The Story of a Murderer;63700000;2223293;133603463
6/11/1993;Jurassic Park;63000000;395708305;1038812584
7/25/2002;Austin Powers in Goldmember;63000000;213117789;296338663
4/1/2011;Hop;63000000;108085305;188657593
6/24/1994;Wyatt Earp;63000000;25052000;25052000
8/3/1994;Clear and Present Danger;62000000;122012656;207500000
4/21/2000;U-571;62000000;77086030;127630030
11/17/1995;The American President;62000000;60022813;107822813
12/25/2015;The Hateful Eight;62000000;54117416;145443360
6/20/2008;The Love Guru;62000000;32200122;40123346
2/23/2001;3000 Miles to Graceland;62000000;15738632;18708848
10/3/2014;Gone Girl;61000000;167767189;368567189
3/30/2007;Blades of Glory;61000000;118594548;145594548
9/18/2015;Maze Runner: The Scorch Trials;61000000;81697192;310697192
8/2/2013;2 Guns;61000000;75612460;132493015
2/19/2016;Mei Ren Yu;60720000;3229457;552198479
12/22/2004;Meet the Fockers;60000000;279167575;516567575
2/7/2014;The Lego Movie;60000000;257784718;457729388
3/9/2007;300;60000000;210614939;454161935
3/2/2007;Wild Hogs;60000000;168213584;253555383
12/25/2008;Marley & Me;60000000;143153751;247812011
12/10/1999;The Green Mile;60000000;136801374;290701374
11/4/2005;Chicken Little;60000000;135386665;310043823
6/5/1998;The Truman Show;60000000;125618201;264118201
9/9/2016;Sully;60000000;125070033;238552082
6/14/2002;The Bourne Identity;60000000;121468960;214357371
10/9/2009;Couples Retreat;60000000;109205660;172450423
11/17/1995;Goldeneye;60000000;106429941;356429941
5/30/2003;The Italian Job;60000000;106126012;176262839
5/9/2003;Daddy Day Care;60000000;104148781;164285587
6/18/1999;The General's Daughter;60000000;102705852;149705852
12/18/1998;The Prince of Egypt;60000000;101413188;218613188
8/6/2004;Collateral;60000000;100170152;217670152
7/4/2001;Cats & Dogs;60000000;93375151;200700000
12/20/2002;Two Weeks Notice;60000000;93354918;199043309
